Name;KATEGORIE;ART;REICHWEITE;SCHADEN;DAUER;ENTZUG;SEITE;Widerstand;Elementarschaden;Erläuterungen
Sanfter Fall (Transformation);Manipulationszauber;P;BF;;A;F - 3;SG S. 131;;;SANFTER FALL (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 3 Der Zauberer kann mit diesem Zauber den Fall eines Ziels verlangsamen und es sicher landen lassen, ohne dass es Fallschaden (SR5, S. 174) erleidet. Der Spielleiter bestimmt die maximale Fallhöhe in Metern, die das Ziel gefahrlos fallen kann, indem er die Erfolge bei der Spruchzaubereiprobe mit der Kraftstufe des Zaubers multipliziert. Wenn das Ziel tiefer fällt, wird die durch den Zauber ermöglichte sichere Fallhöhe von der tatsächlichen Fallhöhe abgezogen, bevor der Schaden berechnet wird.
Sauerstoffmaske;Heilzauber;P;B;;A;F - 5;SG S. 111;;;SAUERSTOFFMASKE Art: P Reichweite: B Dauer: A Entzug: KS - 5 Dieser Zauber reichert das Blut eines freiwilligen Ziels mit Sauerstoff an. Dadurch erhält es pro Erfolg bei der Spruchzaubereiprobe +1 auf die Konstitution zum Widerstand gegen Ersticken, Erwürgen, die Auswirkungen von eingeatmeten Gasen oder andere Auswirkungen von Sauerstoffmangel. Außerdem erlaubt der Zauber dem Ziel, unter Wasser zu atmen.
Säureblutgeschoss (Blut, Indirekt, Elementar);Kampfzauber;P;spez.;K;S;F - 4;VK S. 124;REA+INT? KON+Panz/DK-Kraftstufe;Säureschaden SR5: S. 175;SÄUREBLUTGESCHOSS (BLUT, INDIREKT, ELEMENTAR) Art: P Reichweite: Speziell Schaden: K Dauer: S Entzug: KS - 4 Der Zaubernde beißt sich in Zunge oder Wange und spuckt danach einen Klumpen extrem säurehaltigen Blutes. Der Zaubernde verursacht damit bei sich selbst 1K Schaden, was den zum Wirken des Zaubers nötigen Blutmagiepunkt generiert. Der Angriff hat eine Reichweite von [Magie] Metern und verursacht Säureschaden (SR5, S. 175). SÄURESCHADEN Säure verursacht Körperlichen Schaden. Zusätzlich zum normalen Schaden senkt Säure auch den Panzerungswert jeder Panzerung, die sie trifft, um 1. Wenn die Säure nicht abgewaschen wird (oder sich mit dem Ende des Zauberspruchs, der sie erschaffen hat, wieder in Mana auflöst), ätzt sie weiter. Am Ende jeder Kampfrunde sinkt der Schadenscode der Säure um 1 und verursacht dann den gesenkten Schaden. Außerdem ätzt sich die Säure weiter durch die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis sie abgewaschen wird, mit Ende des Zaubers verschwindet oder ihr Schadenscode auf 0 gesunken ist. Die Senkung des Panzerungswertes ist permanent und sollte zuerst getragene Panzerung betreffen, kann aber auch auf Zusatzpanzerung (wie Helme oder Schilde) angewandt werden, wenn der Spielleiter das so entscheidet. Nach Maßgabe des Spielleiters kann Säure außerdem für Leichten Rauch in einem Bereich um das Ziel herum sorgen und den entsprechenden Sichtmodifikator verursachen. | SÄURESCHADEN Säure verursacht Körperlichen Schaden. Zusätzlich zum normalen Schaden senkt Säure auch den Panzerungswert jeder Panzerung, die sie trifft, um 1. Wenn die Säure nicht abgewaschen wird (oder sich mit dem Ende des Zauberspruchs, der sie erschaffen hat, wieder in Mana auflöst), ätzt sie weiter. Am Ende jeder Kampfrunde sinkt der Schadenscode der Säure um 1 und verursacht dann den gesenkten Schaden. Außerdem ätzt sich die Säure weiter durch die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis sie abgewaschen wird, mit Ende des Zaubers verschwindet oder ihr Schadenscode auf 0 gesunken ist. Die Senkung des Panzerungswertes ist permanent und sollte zuerst getragene Panzerung betreffen, kann aber auch auf Zusatzpanzerung (wie Helme oder Schilde) angewandt werden, wenn der Spielleiter das so entscheidet. Nach Maßgabe des Spielleiters kann Säure außerdem für Leichten Rauch in einem Bereich um das Ziel herum sorgen und den entsprechenden Sichtmodifikator verursachen.
Säurestrahl (Indirekt, Elementar);Kampfzauber;P;BF;K;S;F - 3;SG S. 121;REA+INT? KON+Panz/DK-Kraftstufe;Säureschaden SR5: S. 175;SÄURESTRAHL (INDIREKT, ELEMENTAR) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 SÄUREWELLE (INDIREKT, FLÄCHENWIRKUNG, ELEMENTAR) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Diese Zauber erzeugen eine stark ätzende Flüssigkeit, die auf das Ziel spritzt, schreckliche Verbrennungen verursacht und organisches Material und Metall zersetzt. Behandeln Sie dies als Säureschaden (SR5, S. 175), mit entsprechenden Auswirkungen auf den beeinflussten Bereich und darin befindliche Gegenstände. Die Säure löst sich schnell auf, aber der angerichtete Schaden bleibt. Säurestrahl trifft ein Ziel, Säurewelle ist ein Flächenzauber. | SÄURESCHADEN Säure verursacht Körperlichen Schaden. Zusätzlich zum normalen Schaden senkt Säure auch den Panzerungswert jeder Panzerung, die sie trifft, um 1. Wenn die Säure nicht abgewaschen wird (oder sich mit dem Ende des Zauberspruchs, der sie erschaffen hat, wieder in Mana auflöst), ätzt sie weiter. Am Ende jeder Kampfrunde sinkt der Schadenscode der Säure um 1 und verursacht dann den gesenkten Schaden. Außerdem ätzt sich die Säure weiter durch die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis sie abgewaschen wird, mit Ende des Zaubers verschwindet oder ihr Schadenscode auf 0 gesunken ist. Die Senkung des Panzerungswertes ist permanent und sollte zuerst getragene Panzerung betreffen, kann aber auch auf Zusatzpanzerung (wie Helme oder Schilde) angewandt werden, wenn der Spielleiter das so entscheidet. Nach Maßgabe des Spielleiters kann Säure außerdem für Leichten Rauch in einem Bereich um das Ziel herum sorgen und den entsprechenden Sichtmodifikator verursachen.
Säurewelle (Indirekt, Elementar, Flächenwirkung);Kampfzauber;P;BF (F);K;S;F - 1;SG S. 121;REA+INT?KON+Panz/DK-KS?Granate;Säureschaden SR5: S. 175;"SÄURESTRAHL (INDIREKT, ELEMENTAR) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 SÄUREWELLE (INDIREKT, FLÄCHENWIRKUNG, ELEMENTAR) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Diese Zauber erzeugen eine stark ätzende Flüssigkeit, die auf das Ziel spritzt, schreckliche Verbrennungen verursacht und organisches Material und Metall zersetzt. Behandeln Sie dies als Säureschaden (SR5, S. 175), mit entsprechenden Auswirkungen auf den beeinflussten Bereich und darin befindliche Gegenstände. Die Säure löst sich schnell auf, aber der angerichtete Schaden bleibt. Säurestrahl trifft ein Ziel, Säurewelle ist ein Flächenzauber. Der Schadenscode eines erfolgreich gewirkten Indirekten Kampfzaubers entspricht der Kraftstufe + Nettoerfolge. Indirekte Kampfzauber mit Flächenwirkung bewegen sich vom Magier zum Explosionspunkt hin und „explodieren“ dort. Die Probe wird ähnlich wie beim Angriff mit Granaten (S. 182) abgelegt: Man würfelt mit Spruchzauberei + Magie [Kraftstufe] (3) mit einer Abweichung von 2W6 Metern. Im Gegensatz zu Granaten erhöhen Nettoerfolge (über dem Schwellenwert von 3) den Schadenscode des Zaubers; wird der Schwellenwert nicht erreicht, geht der Zauber immer noch los, aber die Erfolge reduzieren die Abweichung um 1 Meter pro Erfolg. SÄURESCHADEN Säure verursacht Körperlichen Schaden. Zusätzlich zum normalen Schaden senkt Säure auch den Panzerungswert jeder Panzerung, die sie trifft, um 1. Wenn die Säure nicht abgewaschen wird (oder sich mit dem Ende des Zauberspruchs, der sie erschaffen hat, wieder in Mana auflöst), ätzt sie weiter. Am Ende jeder Kampfrunde sinkt der Schadenscode der Säure um 1 und verursacht dann den gesenkten Schaden. Außerdem ätzt sich die Säure weiter durch die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis sie abgewaschen wird, mit Ende des Zaubers verschwindet oder ihr Schadenscode auf 0 gesunken ist. Die Senkung des Panzerungswertes ist permanent und sollte zuerst getragene Panzerung betreffen, kann aber auch auf Zusatzpanzerung (wie Helme oder Schilde) angewandt werden, wenn der Spielleiter das so entscheidet. Nach Maßgabe des Spielleiters kann Säure außerdem für Leichten Rauch in einem Bereich um das Ziel herum sorgen und den entsprechenden Sichtmodifikator verursachen. | SÄURESCHADEN Säure verursacht Körperlichen Schaden. Zusätzlich zum normalen Schaden senkt Säure auch den Panzerungswert jeder Panzerung, die sie trifft, um 1. Wenn die Säure nicht abgewaschen wird (oder sich mit dem Ende des Zauberspruchs, der sie erschaffen hat, wieder in Mana auflöst), ätzt sie weiter. Am Ende jeder Kampfrunde sinkt der Schadenscode der Säure um 1 und verursacht dann den gesenkten Schaden. Außerdem ätzt sich die Säure weiter durch die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis sie abgewaschen wird, mit Ende des Zaubers verschwindet oder ihr Schadenscode auf 0 gesunken ist. Die Senkung des Panzerungswertes ist permanent und sollte zuerst getragene Panzerung betreffen, kann aber auch auf Zusatzpanzerung (wie Helme oder Schilde) angewandt werden, wenn der Spielleiter das so entscheidet. Nach Maßgabe des Spielleiters kann Säure außerdem für Leichten Rauch in einem Bereich um das Ziel herum sorgen und den entsprechenden Sichtmodifikator verursachen."
Schadstoffstrom (Indirekt, Elementar);Kampfzauber;P;BF;K;S;F - 3;SG S. 122;REA+INT? KON+Panz/DK-Kraftstufe;Verschmutzungsschaden SG: S. 121;"SCHADSTOFFSTROM (INDIREKT, ELEMENTAR) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 SCHADSTOFFWELLE (INDIREKT, ELEMENTAR, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Grüner Chemikalienschleim, schwefelgelber Rauch und vieles mehr: Diese Zauber erzeugen schreckliche, widernatürliche Substanzen, die Verschmutzungsschaden (siehe Kasten Elementarschaden, S. 121) bei ihren Zielen verursachen. Schadstoffstrom wirkt gegen ein einzelnes Ziel, Schadstoffwelle ist ein Flächenzauber. Ein Zauberer kann diese Zauber nur lernen, wenn er ein Magisches Refugium für die Toxische Tradition zur Verfügung hat. VERSCHMUTZUNG Verschmutzungsangriffe setzen konzentrierte Chemikalien oder andere Schadstoffe frei, die eine starke Reaktion hervorrufen. Die Wirkung hängt von der Stärke des Angriffs und der Fähigkeit des Ziels zum Widerstand ab, kann aber von leichtem Unwohlsein bis zur völligen Ausschaltung des Ziels reichen. Behandeln Sie Verschmutzungsangriffe als Toxine mit den folgenden Merkmalen: Vektor: Inhalation Geschwindigkeit: Sofort Durchdringung: 0 Kraft: Schaden des Angriffs Wirkung: Körperlicher Schaden, Anaphylaktischer Schock (siehe unten) Panzerung schützt nicht gegen Verschmutzungsangriffe. Panzerung, die mit Chemischer Versiegelung (SR5, S. 441) modifiziert wurde, verleiht Immunität gegen den Schaden und die Wirkung. Panzerung, die mit Chemischer Isolierung (SR5, S. 441) modifiziert wurde, verleiht Bonuswürfel in Höhe ihrer Stufe auf die Schadenswiderstandsprobe. DIE VERWENDUNG VON TOXINEN Wenn ein Toxin eingesetzt wird, wird zunächst anhand seiner Geschwindigkeit festgestellt, wann die Wirkung einsetzt. Am Ende der betreffenden Kampfrunde legt das Opfer eine Toxinwiderstandsprobe ab, um festzustellen, ob das Toxin Wirkung zeigt. Für diese Probe werden Konstitution + Willenskraft + Stufe einer eventuellen Schutzausrüstung gegen das Toxin verwendet. Jeder Erfolg senkt die Kraft des Toxins um 1. Wird die Kraft auf 0 gesenkt, hat das Toxin keine Wirkung; anderenfalls setzt die Wirkung mit der verbliebenen Kraft ein. | VERSCHMUTZUNG Verschmutzungsangriffe setzen konzentrierte Chemikalien oder andere Schadstoffe frei, die eine starke Reaktion hervorrufen. Die Wirkung hängt von der Stärke des Angriffs und der Fähigkeit des Ziels zum Widerstand ab, kann aber von leichtem Unwohlsein bis zur völligen Ausschaltung des Ziels reichen. Behandeln Sie Verschmutzungsangriffe als Toxine mit den folgenden Merkmalen: Vektor: Inhalation Geschwindigkeit: Sofort Durchdringung: 0 Kraft: Schaden des Angriffs Wirkung: Körperlicher Schaden, Anaphylaktischer Schock (siehe unten) Panzerung schützt nicht gegen Verschmutzungsangriffe. Panzerung, die mit Chemischer Versiegelung (SR5, S. 441) modifiziert wurde, verleiht Immunität gegen den Schaden und die Wirkung. Panzerung, die mit Chemischer Isolierung (SR5, S. 441) modifiziert wurde, verleiht Bonuswürfel in Höhe ihrer Stufe auf die Schadenswiderstandsprobe. DIE VERWENDUNG VON TOXINEN Wenn ein Toxin eingesetzt wird, wird zunächst anhand seiner Geschwindigkeit festgestellt, wann die Wirkung einsetzt. Am Ende der betreffenden Kampfrunde legt das Opfer eine Toxinwiderstandsprobe ab, um festzustellen, ob das Toxin Wirkung zeigt. Für diese Probe werden Konstitution + Willenskraft + Stufe einer eventuellen Schutzausrüstung gegen das Toxin verwendet. Jeder Erfolg senkt die Kraft des Toxins um 1. Wird die Kraft auf 0 gesenkt, hat das Toxin keine Wirkung; anderenfalls setzt die Wirkung mit der verbliebenen Kraft ein."
Schadstoffwelle (Indirekt, Elementar, Flächenwirkung);Kampfzauber;P;BF (F);K;S;F - 1;SG S. 122;REA+INT?KON+Panz/DK-KS?Granate;Verschmutzungsschaden SG: S. 121;"SCHADSTOFFSTROM (INDIREKT, ELEMENTAR) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 SCHADSTOFFWELLE (INDIREKT, ELEMENTAR, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Grüner Chemikalienschleim, schwefelgelber Rauch und vieles mehr: Diese Zauber erzeugen schreckliche, widernatürliche Substanzen, die Verschmutzungsschaden (siehe Kasten Elementarschaden, S. 121) bei ihren Zielen verursachen. Schadstoffstrom wirkt gegen ein einzelnes Ziel, Schadstoffwelle ist ein Flächenzauber. Ein Zauberer kann diese Zauber nur lernen, wenn er ein Magisches Refugium für die Toxische Tradition zur Verfügung hat. Der Schadenscode eines erfolgreich gewirkten Indirekten Kampfzaubers entspricht der Kraftstufe + Nettoerfolge. Indirekte Kampfzauber mit Flächenwirkung bewegen sich vom Magier zum Explosionspunkt hin und „explodieren“ dort. Die Probe wird ähnlich wie beim Angriff mit Granaten (S. 182) abgelegt: Man würfelt mit Spruchzauberei + Magie [Kraftstufe] (3) mit einer Abweichung von 2W6 Metern. Im Gegensatz zu Granaten erhöhen Nettoerfolge (über dem Schwellenwert von 3) den Schadenscode des Zaubers; wird der Schwellenwert nicht erreicht, geht der Zauber immer noch los, aber die Erfolge reduzieren die Abweichung um 1 Meter pro Erfolg. VERSCHMUTZUNG Verschmutzungsangriffe setzen konzentrierte Chemikalien oder andere Schadstoffe frei, die eine starke Reaktion hervorrufen. Die Wirkung hängt von der Stärke des Angriffs und der Fähigkeit des Ziels zum Widerstand ab, kann aber von leichtem Unwohlsein bis zur völligen Ausschaltung des Ziels reichen. Behandeln Sie Verschmutzungsangriffe als Toxine mit den folgenden Merkmalen: Vektor: Inhalation Geschwindigkeit: Sofort Durchdringung: 0 Kraft: Schaden des Angriffs Wirkung: Körperlicher Schaden, Anaphylaktischer Schock (siehe unten) Panzerung schützt nicht gegen Verschmutzungsangriffe. Panzerung, die mit Chemischer Versiegelung (SR5, S. 441) modifiziert wurde, verleiht Immunität gegen den Schaden und die Wirkung. Panzerung, die mit Chemischer Isolierung (SR5, S. 441) modifiziert wurde, verleiht Bonuswürfel in Höhe ihrer Stufe auf die Schadenswiderstandsprobe. DIE VERWENDUNG VON TOXINEN Wenn ein Toxin eingesetzt wird, wird zunächst anhand seiner Geschwindigkeit festgestellt, wann die Wirkung einsetzt. Am Ende der betreffenden Kampfrunde legt das Opfer eine Toxinwiderstandsprobe ab, um festzustellen, ob das Toxin Wirkung zeigt. Für diese Probe werden Konstitution + Willenskraft + Stufe einer eventuellen Schutzausrüstung gegen das Toxin verwendet. Jeder Erfolg senkt die Kraft des Toxins um 1. Wird die Kraft auf 0 gesenkt, hat das Toxin keine Wirkung; anderenfalls setzt die Wirkung mit der verbliebenen Kraft ein. | VERSCHMUTZUNG Verschmutzungsangriffe setzen konzentrierte Chemikalien oder andere Schadstoffe frei, die eine starke Reaktion hervorrufen. Die Wirkung hängt von der Stärke des Angriffs und der Fähigkeit des Ziels zum Widerstand ab, kann aber von leichtem Unwohlsein bis zur völligen Ausschaltung des Ziels reichen. Behandeln Sie Verschmutzungsangriffe als Toxine mit den folgenden Merkmalen: Vektor: Inhalation Geschwindigkeit: Sofort Durchdringung: 0 Kraft: Schaden des Angriffs Wirkung: Körperlicher Schaden, Anaphylaktischer Schock (siehe unten) Panzerung schützt nicht gegen Verschmutzungsangriffe. Panzerung, die mit Chemischer Versiegelung (SR5, S. 441) modifiziert wurde, verleiht Immunität gegen den Schaden und die Wirkung. Panzerung, die mit Chemischer Isolierung (SR5, S. 441) modifiziert wurde, verleiht Bonuswürfel in Höhe ihrer Stufe auf die Schadenswiderstandsprobe. DIE VERWENDUNG VON TOXINEN Wenn ein Toxin eingesetzt wird, wird zunächst anhand seiner Geschwindigkeit festgestellt, wann die Wirkung einsetzt. Am Ende der betreffenden Kampfrunde legt das Opfer eine Toxinwiderstandsprobe ab, um festzustellen, ob das Toxin Wirkung zeigt. Für diese Probe werden Konstitution + Willenskraft + Stufe einer eventuellen Schutzausrüstung gegen das Toxin verwendet. Jeder Erfolg senkt die Kraft des Toxins um 1. Wird die Kraft auf 0 gesenkt, hat das Toxin keine Wirkung; anderenfalls setzt die Wirkung mit der verbliebenen Kraft ein."
Schallbarriere (Realistisch, Monosensorisch, Flächenwirkung);Illusionszauber;P;BF (F);;A;F - 3;SG S. 115;LOG+INT;;SCHALLBARRIERE (REALISTISCH, MONOSENSORISCH, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS - 3 Diese Variante des Zaubers Stille (S. 116) erzeugt statt eines massiven schallschluckenden Bereichs eine schallschluckende Blase um den Wirkungsbereich des Zaubers herum. Wer sich innerhalb der Schallbarriere beendet, kann keinen Schall von außerhalb hören, jedoch alle Geräusche innerhalb des Wirkungsbereichs - und umgekehrt. Nur Geräusche, die die Grenze überqueren, sind von dem Zauber betroffen, und zwar auf die gleiche Weise wie beim Zauber Stille. Der Zauber wirkt auch auf technische Geräte, Infraschall und Ultraschall.
Schatten (Umgebung, Flächenwirkung);Manipulationszauber;P;BF (F);;A;F - 3;SG S. 131;;;SCHATTEN (UMGEBUNG, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS - 3 Schatten erzeugt eine Kugel aus Dunkelheit mit einem Radius gleich der Kraftstufe des Zaubers in Metern. Der Beleuchtungsmalus (SR5, S. 176) steigt pro zwei Erfolge um eine Kategorie: 2 Erfolge für Teilbeleuchtung, 4 Erfolge für Schwache Beleuchtung und 6 Erfolge für Völlige Dunkelheit. Dieser Zauber kann nicht mehr als Völlige Dunkelheit hervorrufen.
Schildbrecher (Direkt, Berührung);Kampfzauber;M;B;K;S;F - 3;SG S. 122;WIL+Antimagie;;SCHILDBRECHER (DIREKT, BERÜHRUNG) Art: M Reichweite: B Schaden: K Dauer: S Entzug: KS - 3 Schildbrecher ist eine Variante von Todeshand (S. 122), die Manabarrieren (SR5, S. 315) möglichst gründlich zerstören soll. Der Zauberer muss die physische Komponente oder die astrale Gestalt der Manabarriere berühren. Die Barriere widersteht mit ihrer Kraftstufe + Antimagie (wenn jemand sie beschützt).
Schlag (Indirekt, Berührung);Kampfzauber;P;B;G;S;F - 6;SG S. 122;REA+INT? KON+Panz/DK-Kraftstufe;;SCHLAG (INDIREKT, BERÜHRUNG) Art: P Reichweite: B Schaden: G Dauer: S Entzug: KS - 6 STOSS (INDIREKT) Art: P Reichweite: BF Schaden: G Dauer: S Entzug: KS - 3 DRUCKWELLE (INDIREKT, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: G Dauer: S Entzug: KS Diese Zauber treffen ihr(e) Ziel(e) mit einer unsichtbaren psychokinetischen Macht - wie ein Faustschlag oder ein Fußtritt, die Geistigen Schaden verursachen. Schlag erfordert die Berührung des Ziels. Stoß trifft ein einzelnes Ziel auf Entfernung. Druckwelle ist ein Flächenzauber.
Schleier des Incubus (Realistic, Multi-Sense, Area);Illusionszauber;M;BF (F);;A;F-1;CA S. 153;;;
Schleimverwandlung (Transformation);Manipulationszauber;P;BF;;A;F + 3;SG S. 131;KON+Antimagie;;SCHLEIMVERWANDLUNG (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS + 3 Mit diesem Zauber kann der Zauberer lebendes Gewebe in eine klebrige, leimartige Substanz verwandeln. Das Ziel widersteht dem Zauber mit Konstitution (+ Antimagie, falls anwendbar). Außerdem muss die Kraftstufe des Zaubers mindestens so hoch sein wie die Konstitution des Ziels. Lebloses Material - wie Kleidung, Ausrüstung und Cyberware - ist nicht betroffen. Während das Ziel unter der Wirkung des Zaubers steht, ist es nicht bei Bewusstsein, und jeder der schleimigen Substanz zugefügte Schaden wirkt wie gewohnt auf das Ziel. Der Schleim hat einen Panzerungswert (siehe Barrieren, SR5, S. 196) gleich der Konstitution des Ziels plus den Nettoerfolgen bei der Spruchzaubereiprobe. Cyberware bleibt an ihrem Platz, wie in Bernstein eingeschlossen. Wird sie entfernt, kann das Ziel nach Maßgabe des Spielleiters und in Abhängigkeit von Art und Ort des Implantats schwere körperliche Schäden erleiden.
Schleuder (Transformation, Schaden);Manipulationszauber;P;BF;;S;F - 2;SG S. 131;;;SCHLEUDER (TRANSFORMATION, SCHADEN) Art: P Reichweite: BF Dauer: S Entzug: KS - 2 Dieser Zauber schleudert psychokinetisch einen einzelnen Gegenstand von höchstens (Kraftstufe) Kilogramm Masse auf ein Ziel. Statt der normalen Wurfwaffenprobe wird die Spruchzaubereiprobe verwendet, wobei Schaden und Reichweite mit Magie statt Stärke bestimmt werden. Verwenden Sie die Reichweiten für normale Granaten (siehe Tabelle Waffenreichweiten, SR5, S. 185).
Schloss (Transformation);Manipulationszauber;P;BF;;A;F - 1;SG S. 132;Objektwiderst. SR5: S. 290 ? STR;;SCHLOSS (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 1 Mit diesem Zauber kann der Zauberer eine Tür (ein Portal, eine Luke oder andere Blockaden) telekinetisch mit einer Stärke gleich der Kraftstufe des Zaubers zuhalten. Dafür muss er eine erfolgreiche Spruchzaubereiprobe gegen die Objektwiderstandsprobe des entsprechenden Gegenstands ablegen, um die Blockade aufrechtzuerhalten. Das Aufreißen der Tür erfordert eine Komplexe Handlung und eine Vergleichende Probe zwischen Stärke desjenigen, der die Tür zu öffnen versucht, und der Kraftstufe des Zaubers.
Schmerz ((Realistisch, Monosensorisch);Illusionszauber;M;BF;;A;F - 4;SG S. 116;LOG+WIL;;SCHMERZ (REALISTISCH, MONOSENSORISCH) Art: M Reichweite: BF Dauer: A Entzug: KS - 4 MASSENSCHMERZ (REALISTISCH, MONOSENSORISCH, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 2 Schmerz ruft die Illusion heftiger Schmerzen hervor und ist bei Zauberern, die in der Klemme stecken, sehr beliebt. Jeder Nettoerfolg, den der Zauberer erzielt, fügt dem Ziel temporär 1 Kästchen Körperlichen und 1 Kästchen Geistigen Schaden zu. Dabei handelt es sich allerdings nicht um wirklichen Schaden, nur um eine Messgröße für die Wirkung des Zaubers. Das Ziel erleidet alle Auswirkungen, inklusive Verletzungsmodi katoren, die durch Schaden in der gleichen Höhe hervorgerufen würden. Wenn die Schadenskästchen des Ziels dadurch vollständig gefüllt werden, windet es sich vor Schmerzen und ist unfähig, sich zu bewegen oder zu handeln. Wenn der Zauber endet, endet auch der Schmerz sofort, und die vermeintlichen Schadenskästchen verschwinden. Schmerz trifft ein einzelnes Ziel. Massenschmerz ist ein Flächenzauber.
Schmerzresistenz;Heilzauber;M;B;;P;F - 4;SG S. 112;;;"SCHMERZRESISTENZ Art: M Reichweite: B Dauer: P Entzug: KS - 4 Schmerzresistenz erlaubt dem Ziel, Schmerzen durch Verletzungen zu ignorieren, was die Verletzungsmodifikatoren durch Körperlichen und Geistigen Schaden reduziert. Jeder Erfolg bei der Spruchzaubereiprobe lässt das Ziel bei der Berechnung von Verletzungsmodi katoren jeweils ein Kästchen Schaden auf beiden Zustandsmonitoren ignorieren. Der Zauber entfernt nicht den Schaden selbst; nur die Verletzungsmodifikatoren werden gesenkt. Wenn alle Kästchen eines Zustandsmonitors voll sind, wird das Ziel immer noch bewusstlos. Der Zauber ist insofern permanent, als die Erhöhung der Endorphinkonzentration im Körper des Ziels nicht vergeht. Wenn das Ziel so viel Schaden erleidet, dass die ignorierten Kästchen überschritten werden, oder wenn die Verletzungen geheilt werden, endet die Wirkung des Zaubers. Eine Person kann nur unter dem Einfluss eines einzelnen Zaubers Schmerzresistenz gleichzeitig stehen (dessen mit den meisten Erfolgen, wenn mehrere gewirkt wurden)."
Schockhand (Direkt, Berührung);Kampfzauber;M;B;G;S;F - 6;SG S. 122;WIL+Antimagie;;SCHOCKHAND (DIREKT) Art: M Reichweite: B Schaden: G Dauer: S Entzug: KS - 6 BETÄUBUNGSBLITZ (DIREKT) Art: M Reichweite: BF Schaden: G Dauer: S Entzug: KS - 3 BETÄUBUNGSBALL (DIREKT) Art: M Reichweite: BF (F) Schaden: G Dauer: S Entzug: KS Diese Zauber kanalisieren magische Energie direkt in ihr Ziel und verursachen Geistigen Schaden. Sie werden manchmal als „Schlafzauber“ bezeichnet, weil sie Ziele bewusstlos machen können, ohne sie zu töten, falls man mal höflichere Gewalt bevorzugt. Schockhand erfordert die Berührung des Ziels. Betäubungsblitz trifft ein einzelnes Ziel. Betäubungsball ist ein Flächenzauber.
Schwarm (Realistisch, Vollsensorisch, Flächenwirkung);Illusionszauber;M;BF (F);;A;F - 1;SG S. 118;LOG+WIL;;VIECHER (REALISTISCH, VOLLSENSORISCH) Art: M Reichweite: BF Dauer: A Entzug: KS - 3 SCHWARM (REALISTISCH, VOLLSENSORISCH, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 1 Diese Zauber lassen die Opfer glauben, dass auf ihrem ganzen Körper Insekten herumkrabbeln, sie beißen und in verschiedene Körperöffnungen kriechen. Die Insekten sehen real aus, hören sich real an, riechen und schmecken sogar real. Die Illusion ist häufig genug ausreichend, dass jedes Ziel, das dem Zauber nicht widersteht, panisch wird. Jeder Nettoerfolg bei der Spruchzaubereiprobe senkt das Initiativeergebnis des Opfers um 2. Wenn der Zauber aufrechterhalten wird, findet diese Senkung des Initiativeergebnisses zu Beginn jeder Kampfrunde statt. Verlorene Punkte vom Initiativeergebnis werden nicht zurückgewonnen, wenn der Zauber endet. Viecher trifft ein einzelnes Ziel. Schwarm ist ein Flächenzauber.
